id,repo,pr_number,convo_start_id,review_category,feed_type(llm_label),conf_score,feedback_type(human_label),comment_body,LOC,LOC_no_blank,token_init_comment,human_notes
347,PalisadoesFoundation/talawa-api,3577,2387562885,Agent_Review_Human,Defects,9.0,Defects,"_️ Potential issue_ | _ Critical_

**Logic bug: groups disappear on other instances if any exception exists anywhere.**

You compute groupsWithExceptions from all exceptions across all instances, then hide the group on instances without a matching record. This incorrectly removes base template groups on unrelated instances. Decide inclusion solely by the presence of an instanceException for the current instance.


```diff
-  const [instanceExceptions, allExceptions] = await Promise.all([
+  const [instanceExceptions] = await Promise.all([
     // Exceptions for this specific instance
     ctx.drizzleClient.query.eventVolunteerGroupExceptionsTable.findMany({
       where: and(
         inArray(
           eventVolunteerGroupExceptionsTable.volunteerGroupId,
           volunteerGroupIds,
         ),
         eq(
           eventVolunteerGroupExceptionsTable.recurringEventInstanceId,
           parent.id,
         ),
       ),
     }),
-    // All exceptions for these groups (to determine if they're instance-specific)
-    ctx.drizzleClient.query.eventVolunteerGroupExceptionsTable.findMany({
-      where: inArray(
-        eventVolunteerGroupExceptionsTable.volunteerGroupId,
-        volunteerGroupIds,
-      ),
-      columns: { volunteerGroupId: true },
-    }),
   ]);
@@
-  const instanceExceptionsMap = new Map(
+  const instanceExceptionsMap = new Map(
     instanceExceptions.map((exception) => [
       exception.volunteerGroupId,
       exception,
     ]),
   );
-  // Get set of groups that have any exceptions (instance-specific)
-  const groupsWithExceptions = new Set(
-    allExceptions.map((exception) => exception.volunteerGroupId),
-  );
@@
-  volunteerGroups = volunteerGroups.filter((group) => {
-    const instanceException = instanceExceptionsMap.get(group.id);
-    const hasAnyExceptions = groupsWithExceptions.has(group.id);
-
-    // If group has exceptions (instance-specific), only include if isException: true for this instance
-    if (hasAnyExceptions) {
-      if (instanceException?.isException === true && !instanceException?.deleted) {
-        // Apply exception overrides
-        group.name = instanceException.name ?? group.name;
-        group.description = instanceException.description ?? group.description;
-        group.volunteersRequired =
-          instanceException.volunteersRequired ?? group.volunteersRequired;
-        group.leaderId = instanceException.leaderId ?? group.leaderId;
-
-        (group as { isInstanceException?: boolean }).isInstanceException = true;
-        return true;
-      }
-      return false;
-    }
-    // Template group (no exceptions) - include by default
-    (group as { isInstanceException?: boolean }).isInstanceException = false;
-    return true;
-  });
+  volunteerGroups = volunteerGroups.flatMap((group) => {
+    const ex = instanceExceptionsMap.get(group.id);
+    // If an instance exception exists:
+    if (ex) {
+      if (ex.isException === true && !ex.deleted) {
+        // include with overrides
+        return [{
+          ...group,
+          name: ex.name ?? group.name,
+          description: ex.description ?? group.description,
+          volunteersRequired: ex.volunteersRequired ?? group.volunteersRequired,
+          leaderId: ex.leaderId ?? group.leaderId,
+          isInstanceException: true,
+          recurringEventInstanceId: parent.id,
+        }];
+      }
+      // exclude for this instance when explicitly deleted/not participating
+      return [];
+    }
+    // No instance exception: include base template group as-is
+    return [{ ...group, isInstanceException: false, recurringEventInstanceId: parent.id }];
+  });
```


Also applies to: 92-116

<details>
<summary> Prompt for AI Agents</summary>

```
In src/graphql/types/Event/volunteerGroups.ts around lines 92-116 and 130-161,
the filter logic uses a global groupsWithExceptions set (exceptions across all
instances) which causes template groups to be hidden on instances that have no
instance-specific exception; change the logic to base inclusion solely on
whether an instanceException exists for the current instance: remove or ignore
the groupsWithExceptions.has(group.id) check, treat absence of instanceException
as a template group (include it), and only apply the instanceException overrides
and return false when an instanceException exists and is marked deleted or
isException is false for this instance; ensure you still set isInstanceException
true when applying overrides and false when including the template group.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commit 38cf9f1",161.0,39,1000,
348,PowerShell/PowerShell,26281,2471031426,Human_Review_Agent,Misc,7.0,Misc,"```suggestion
```",21.0,11,5,
349,microsoft/vscode,268368,2379949267,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",4.0,9,5,
350,scylladb/scylladb,25622,2293018633,Human_Review_Human,Understanding,8.0,Understanding,Why not `try_get_host_id`?,6.0,9,9,
351,scalableminds/webknossos,8789,2290465724,Human_Review_Human,Misc,7.0,Misc,TODO,7.0,9,1,
352,ray-project/ray,58157,2467085225,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
```{admonition} This quickstart uses Kind for simplicity. In a real-world scenario, you would use a cloud provider's Kubernetes service (like GKE or EKS) that has different machine types, like GPU nodes and spot instances, available. Kind ignores the `nodeSelector` fields for GKE in the example YAML.
```",72.0,8,73,
353,shapeshift/web,10890,2455379711,Agent_Review_Human,Defects,9.0,Defects,"_️ Potential issue_ | _ Critical_

**Dont block Sell flow on missing buyAccountMetadata.**

This guard prevents Sell submissions. Only require account metadata for Buy (to resolve a receive address).

Apply:

```diff
-      if (!buyAccountMetadata) return
+      if (direction === FiatRampAction.Buy && !buyAccountMetadata) return
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
      if (direction === FiatRampAction.Buy && !buyAccountMetadata) return

```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In src/components/MultiHopTrade/components/FiatRamps/FiatRampTrade.tsx around
lines 304-305, the unconditional guard `if (!buyAccountMetadata) return` blocks
the Sell flow; change it to only short-circuit when the current trade is a Buy
and buyAccountMetadata is missing (e.g. `if (trade.direction === 'Buy' &&
!buyAccountMetadata) return`) so Sell submissions continue to proceed without
buyAccountMetadata.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated reply by CodeRabbit -->",5.0,10,323,
354,dotnet/runtime,118045,2231759019,Agent_Review_Human,Defects,9.0,Defects,"Returning null from a Task-returning method will cause a NullReferenceException when the Task is awaited. Consider returning `Task.CompletedTask` instead.
```suggestion
            return Task.CompletedTask;
        }

        public Task TReturning()
        {
            return Task.CompletedTask;
```",82.0,14,57,
355,nrwl/nx,31172,2085192722,Human_Review_Human,Understanding,9.0,Understanding,"> and you do not want the latest beta.
what does this mean?",20.0,8,15,
356,trezor/trezor-suite,19406,2132431716,Human_Review_Human,No feedback,,No feedback,  ,5.0,8,1,
357,shapeshift/web,10803,2475740977,Human_Review_Human,No feedback,,No feedback, ,82.0,8,1,
358,home-assistant/home-assistant.io,41205,2406727005,Agent_Review_Human,Code Improvement,9.0,Code Improvement,"Use 'use cases' instead of 'use-cases' to follow Microsoft Style guidance and our documentation standards.
```suggestion
## Possible use cases
```",42.0,8,32,
359,redpanda-data/redpanda,28073,2447671793,Human_Review_Human,Testing,9.0,Testing,"It's possible for things to regress, we should keep these tests in some form.

You can mark them `@skip_debug_mode`, as an oversize alloc is not reported in debug mode, and maybe move them to `rptest/scale_tests`.
",5.0,9,52,
360,ant-design/ant-design,54539,2243108976,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,"I think it would be possible to add undefined, like this:
https://github.com/ant-design/ant-design/blob/44369acc72010e155bfc75f1ca1a1aa6ac8c3bc5/typings/cssType.d.ts#L1-L5",5.0,8,60,
361,requestly/requestly,3709,2454109837,Human_Review_Human,Social Communication,9.0,Social Communication,@iostreamer-X Can you please review this component?,1.0,7,11,
362,cloudposse/atmos,934,2024862044,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",3.0,8,5,
363,camunda/camunda,36244,2274074957,Human_Review_Human,Social Communication,8.0,Social Communication,Same from the previous comment,8.0,11,5,
364,openhab/openhab-addons,19268,2324257829,Human_Review_Human,Understanding,8.0,Understanding,"Nothing changed to the file, why add this ?",4.0,9,10,
365,cloudposse/atmos,934,1930665733,Human_Review_Human,Social Communication,8.0,Social Communication,Don't commit this file,1.0,7,5,
366,Azure/azure-powershell,28649,2409408899,Agent_Review_Human,Testing,9.0,Testing,A new region mapping was added without an accompanying test update; please add or extend a unit test that validates the CRR pairing includes northeastus5 -> centralus (similar to existing tests for other regions) to prevent regressions and ensure future refactors don't drop this entry.,4.0,9,56,
367,instructure/canvas-android,3368,2494504416,Agent_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"Good practice: The cleanup step properly uses `if: always()` to ensure sensitive files are removed even if the job fails. However, note that this only cleans up the runner filesystem. Ensure these artifacts aren't inadvertently uploaded in any workflow artifacts or logs.",232.0,9,51,
368,ray-project/ray,53732,2184983401,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,"This note here is so important that it deserves an extra box. A user should know, that the `RLModule`'s default encoder (different in custom ones) is built upon the connector pipeline's output observation space.",398.0,7,45,
369,Automattic/wordpress-activitypub,2256,2395117316,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,Let's update this to use [WordPress multi-line comments standards.](https://developer.wordpress.org/coding-standards/inline-documentation-standards/php/#5-2-multi-line-comments),27.0,11,40,
370,prestodb/presto,26431,2462272682,Human_Review_Human,Understanding,7.0,Understanding,Make sure that connector ID is available in connector optimizer,6.0,9,10,
371,Azure/azure-sdk-for-rust,2826,2252256611,Agent_Review_Human,External Impact,9.0,External Impact,"Changing from `&EventDataBatch<'_>` to `EventDataBatch<'_>` is a breaking API change. This should be clearly documented in the changelog and migration notes should be provided for users.
```suggestion
    ///
    /// # Breaking change
    /// 
    /// **v0.x.x:** The `send_batch` method previously accepted a reference to an `EventDataBatch` (`&EventDataBatch<'_>`).
    /// It now takes ownership of the batch (`EventDataBatch<'_>`). This is a breaking change.
    /// 
    /// ## Migration notes
    /// - Change calls from `producer.send_batch(&batch, ...)` to `producer.send_batch(batch, ...)`.
    /// - The batch will be moved and cannot be used after calling this method.
    ///
```",9.0,9,162,
372,ssvlabs/ssv,2453,2287196265,Human_Review_Human,External Impact,8.0,External Impact,"[Pulse](https://github.com/ssvlabs/ssv-pulse) reads this field(analyzer), so it would be good to adapt it to this change (ideally making it possible to read both `round` and `qbft_round` fields)",11.0,9,52,
373,home-assistant/core,152895,2376081050,Human_Review_Human,Testing,9.0,Testing,Please add another test parameter instead of using a condition in the test.,40.0,9,14,
374,cypress-io/cypress,32596,2392781622,Human_Review_Human,Misc,8.0,Misc,"```suggestion
```",6.0,10,5,
375,appwrite/appwrite,10356,2301472764,Agent_Review_Human,External Impact,9.0,Testing,"_ Verification agent_

<details>
<summary> Analysis chain</summary>

**Avoid requiring a personal fork and a dev branch for a core dependency. Pin to upstream and a commit or released tag.**

Pointing to `https://github.com/ArnabChatterjee20k/php-utopia-database.git` with `dev-spatial-attribute-support as 1.1.6` introduces supply-chain and reproducibility risks for a production server. Prefer:
- Upstream repo (`utopia-php/database`) with a dedicated branch or released tag.
- Pin by commit reference in composer.lock (or use `""reference""`), or use a stability flag with `""prefer-stable"": true`.
- If a temporary VCS repo is unavoidable, scope it behind a feature branch or a build flag and pin to a specific commit SHA.

Suggest reverting to upstream and/or pinning:

```diff
-    ""repositories"": [
-    {
-      ""type"": ""vcs"",
-      ""url"": ""https://github.com/ArnabChatterjee20k/php-utopia-database.git""
-    }
-  ],
+    ""repositories"": [
+        {
+            ""type"": ""vcs"",
+            ""url"": ""https://github.com/utopia-php/database""
+        }
+    ],
@@
-        ""utopia-php/database"": ""dev-spatial-attribute-support as 1.1.6"",
+        ""utopia-php/database"": ""dev-spatial-attribute-support as 1.1.6"",
```

If you must keep a fork for now, please pin the exact commit in composer.lock and add `""config.prefer-stable"": true`.



Run this to see whats actually locked and whether a floating dev ref is in use:




Also applies to: 61-61

---

 Script executed:

```shell
#!/bin/bash
set -euo pipefail

echo ""composer.json repositories:""
jq '.repositories // []' composer.json

echo -e ""\nLocked utopia-php/database entry (if present):""
jq '.packages[]? | select(.name==""utopia-php/database"") | {version, source, dist, notification-url}' composer.lock

echo -e ""\nProject stability settings:""
jq '.minimum-stability, .prefer-stable' composer.json
```

Length of output: 771

---

Ive spotted that the previous jq query failed due to unescaped hyphens in key names and didnt check `packages-dev`. Lets rerun with a corrected script to capture both production and dev locks, plus stability settings:

---

 Script executed:

```shell
#!/bin/bash
set -euo pipefail

echo ""composer.json repositories:""
jq '.repositories // []' composer.json

echo -e ""\ncomposer.json stability settings:""
jq '.[""minimum-stability""]?, .[""prefer-stable""]?' composer.json

echo -e ""\nLocked utopia-php/database entries in packages:""
jq '.packages[]? | select(.name==""utopia-php/database"") | {version, source: .source, dist: .dist}' composer.lock

echo -e ""\nLocked utopia-php/database entries in packages-dev:""
jq '.[""packages-dev""][]? | select(.name==""utopia-php/database"") | {version, source: .source, dist: .dist}' composer.lock
```

Length of output: 1326

---



</details>

**Replace personal-fork repository with official utopia-php/database and enforce stability**

Although your lock file correctly pins the forks commit SHA (`88998edfc808821fc0c04883b922335ae090e5b5`), your composer.json still points to your personal VCS fork and lacks any stability flags. This poses supply-chain risks if the fork is deleted or rebased, and means Composer will allow other dev packages by default.

Please update composer.json as follows:

 Change the repositories URL to the official upstream repo  
 Add a config section to prefer stable releases (and, if needed, allow dev for this alias)  
 (Optional) You can also specify a `""reference""` in the require entry for maximum reproducibility  

Example diff:

```diff
--- composer.json
+++ composer.json
@@ -31,9 +31,14 @@
     ""repositories"": [
-        {
-            ""type"": ""vcs"",
-            ""url"": ""https://github.com/ArnabChatterjee20k/php-utopia-database.git""
-        }
+        {
+            ""type"": ""vcs"",
+            ""url"": ""https://github.com/utopia-php/database""
+        }
     ],
     ""require"": {
-        ""utopia-php/database"": ""dev-spatial-attribute-support as 1.1.6"",
+        ""utopia-php/database"": ""dev-spatial-attribute-support as 1.1.6""
     },
+    ""config"": {
+        ""prefer-stable"": true,
+        ""minimum-stability"": ""dev""
+    }
 }
```

After applying, run:
```bash
composer update utopia-php/database --lock
```
to refresh composer.lock against the upstream source. This will restore reproducibility and eliminate reliance on a personal fork.

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commits eec6275 to 0e34312",9.0,14,1127,
